"model","strain","parameter","value"
"Mechanistic","non-SGTF","lambda_I",4.59321401424251
"Mechanistic","non-SGTF","r",0.180205033742489
"Mechanistic","non-SGTF","d",1.13513887468605
"Mechanistic","non-SGTF","m",2.67536
"Mechanistic","non-SGTF","kappa",0.70711851238333
"Mechanistic","non-SGTF","sigma_z",4.05292969059992
"Mechanistic","non-SGTF","lambda1",0.692333848273151
"Mechanistic","non-SGTF","lambda_I",2.67140887023582
"Mechanistic","non-SGTF","r",0.188978883061135
"Mechanistic","non-SGTF","d",0.647342343498576
"Mechanistic","non-SGTF","m",3.12336
"Mechanistic","non-SGTF","kappa",2.08354547938361
"Mechanistic","non-SGTF","sigma_z",4.07895162197871
"Mechanistic","non-SGTF","lambda1",0.730567974573998
"Mechanistic","non-SGTF","lambda_I",2.49396546517804
"Mechanistic","non-SGTF","r",0.162437819446722
"Mechanistic","non-SGTF","d",0.669283193335417
"Mechanistic","non-SGTF","m",3.13064
"Mechanistic","non-SGTF","kappa",2.01096357953008
"Mechanistic","non-SGTF","sigma_z",3.85091198704476
"Mechanistic","non-SGTF","lambda1",0.580831256866921
"Mechanistic","non-SGTF","lambda_I",3.80962210812359
"Mechanistic","non-SGTF","r",0.0903919558051196
"Mechanistic","non-SGTF","d",0.763635269307372
"Mechanistic","non-SGTF","m",2.92979
"Mechanistic","non-SGTF","kappa",1.32975006031708
"Mechanistic","non-SGTF","sigma_z",3.8873978475401
"Mechanistic","non-SGTF","lambda1",1.05942869939882
"Mechanistic","non-SGTF","lambda_I",5.02326439372895
"Mechanistic","non-SGTF","r",0.170390911887973
"Mechanistic","non-SGTF","d",0.675733169862224
"Mechanistic","non-SGTF","m",2.95861
"Mechanistic","non-SGTF","kappa",1.11119054099693
"Mechanistic","non-SGTF","sigma_z",3.64446653693727
"Mechanistic","non-SGTF","lambda1",0.511632338888391
"Mechanistic","non-SGTF","lambda_I",2.99738427499517
"Mechanistic","non-SGTF","r",0.0837834319892435
"Mechanistic","non-SGTF","d",0.821860176480588
"Mechanistic","non-SGTF","m",3.52158
"Mechanistic","non-SGTF","kappa",1.96283724402481
"Mechanistic","non-SGTF","sigma_z",4.40165233010521
"Mechanistic","non-SGTF","lambda1",0.303920234049723
"Mechanistic","non-SGTF","lambda_I",2.09392438189855
"Mechanistic","non-SGTF","r",0.0958596630767196
"Mechanistic","non-SGTF","d",0.78706062538942
"Mechanistic","non-SGTF","m",2.87014
"Mechanistic","non-SGTF","kappa",1.61981184915125
"Mechanistic","non-SGTF","sigma_z",2.6142493477537
"Mechanistic","non-SGTF","lambda1",0.728845867040181
"Mechanistic","non-SGTF","lambda_I",2.30980706638461
"Mechanistic","non-SGTF","r",0.279758093785364
"Mechanistic","non-SGTF","d",0.838021937870194
"Mechanistic","non-SGTF","m",2.59711
"Mechanistic","non-SGTF","kappa",0.724564133565325
"Mechanistic","non-SGTF","sigma_z",3.96382710809237
"Mechanistic","non-SGTF","lambda1",0.894911901169282
"Mechanistic","non-SGTF","lambda_I",2.913980453615
"Mechanistic","non-SGTF","r",0.331224130942243
"Mechanistic","non-SGTF","d",0.841152755457956
"Mechanistic","non-SGTF","m",2.99759
"Mechanistic","non-SGTF","kappa",0.767182166960045
"Mechanistic","non-SGTF","sigma_z",4.31617675505861
"Mechanistic","non-SGTF","lambda1",0.477716891095259
"Mechanistic","non-SGTF","lambda_I",2.2355091282539
"Mechanistic","non-SGTF","r",0.177351790847222
"Mechanistic","non-SGTF","d",0.809285111024414
"Mechanistic","non-SGTF","m",3.09865
"Mechanistic","non-SGTF","kappa",1.27228945755402
"Mechanistic","non-SGTF","sigma_z",4.33226283414407
"Mechanistic","non-SGTF","lambda1",1.29733219731657
"Mechanistic","non-SGTF","lambda_I",3.55022151453079
"Mechanistic","non-SGTF","r",0.27062261315902
"Mechanistic","non-SGTF","d",0.799914845583736
"Mechanistic","non-SGTF","m",2.7481
"Mechanistic","non-SGTF","kappa",0.719427156222749
"Mechanistic","non-SGTF","sigma_z",2.34671153183789
"Mechanistic","non-SGTF","lambda1",1.33891153959878
"Mechanistic","non-SGTF","lambda_I",3.2476121395315
"Mechanistic","non-SGTF","r",0.249858630265851
"Mechanistic","non-SGTF","d",0.83593117152376
"Mechanistic","non-SGTF","m",2.80208
"Mechanistic","non-SGTF","kappa",0.809720623556511
"Mechanistic","non-SGTF","sigma_z",3.56366674733649
"Mechanistic","non-SGTF","lambda1",0.632467780246312
"Mechanistic","non-SGTF","lambda_I",3.90180786166271
"Mechanistic","non-SGTF","r",0.114110271985566
"Mechanistic","non-SGTF","d",0.64399391608203
"Mechanistic","non-SGTF","m",3.31606
"Mechanistic","non-SGTF","kappa",2.55805447790539
"Mechanistic","non-SGTF","sigma_z",3.8848718599741
"Mechanistic","non-SGTF","lambda1",0.595110009863359
"Mechanistic","non-SGTF","lambda_I",4.29735621546916
"Mechanistic","non-SGTF","r",0.135744613569686
"Mechanistic","non-SGTF","d",0.764210503213545
"Mechanistic","non-SGTF","m",3.17429
"Mechanistic","non-SGTF","kappa",1.20568515654851
"Mechanistic","non-SGTF","sigma_z",3.90192491765439
"Mechanistic","non-SGTF","lambda1",0.564076160642794
"Mechanistic","non-SGTF","lambda_I",5.32455957896824
"Mechanistic","non-SGTF","r",0.0784495135960607
"Mechanistic","non-SGTF","d",0.666937460387484
"Mechanistic","non-SGTF","m",3.72403
"Mechanistic","non-SGTF","kappa",3.74050264703937
"Mechanistic","non-SGTF","sigma_z",4.24770993972776
"Mechanistic","non-SGTF","lambda1",1.16344682489016
"Mechanistic","non-SGTF","lambda_I",2.59530488728592
"Mechanistic","non-SGTF","r",0.160522686097285
"Mechanistic","non-SGTF","d",0.666225551406854
"Mechanistic","non-SGTF","m",3.75849
"Mechanistic","non-SGTF","kappa",8.72349534568407
"Mechanistic","non-SGTF","sigma_z",3.8917930899521
"Mechanistic","non-SGTF","lambda1",1.01369989517712
"Mechanistic","non-SGTF","lambda_I",3.71236819326162
"Mechanistic","non-SGTF","r",0.127812619216528
"Mechanistic","non-SGTF","d",0.655266667661177
"Mechanistic","non-SGTF","m",3.84595
"Mechanistic","non-SGTF","kappa",5.47104696828969
"Mechanistic","non-SGTF","sigma_z",4.25600105532069
"Mechanistic","non-SGTF","lambda1",0.388198295125317
"Mechanistic","non-SGTF","lambda_I",3.01759452771711
"Mechanistic","non-SGTF","r",0.0979586331636806
"Mechanistic","non-SGTF","d",0.668254626954366
"Mechanistic","non-SGTF","m",3.90681
"Mechanistic","non-SGTF","kappa",17.7681939104892
"Mechanistic","non-SGTF","sigma_z",4.31803311015103
"Mechanistic","non-SGTF","lambda1",0.896193436819923
"Mechanistic","non-SGTF","lambda_I",2.67890733348584
"Mechanistic","non-SGTF","r",0.20330661921987
"Mechanistic","non-SGTF","d",0.787718095467177
"Mechanistic","non-SGTF","m",3.24331
"Mechanistic","non-SGTF","kappa",1.22145161524763
"Mechanistic","non-SGTF","sigma_z",3.35821640100785
"Mechanistic","non-SGTF","lambda1",0.802451389214657
"Mechanistic","non-SGTF","lambda_I",2.7525286547347
"Mechanistic","non-SGTF","r",0.1372666355149
"Mechanistic","non-SGTF","d",0.921245887068833
"Mechanistic","non-SGTF","m",3.17181
"Mechanistic","non-SGTF","kappa",1.14846813743764
"Mechanistic","non-SGTF","sigma_z",4.19330833022099
"Mechanistic","non-SGTF","lambda1",0.413956658603775
"Mechanistic","non-SGTF","lambda_I",2.7470016286607
"Mechanistic","non-SGTF","r",0.207650271794379
"Mechanistic","non-SGTF","d",0.785532851307452
"Mechanistic","non-SGTF","m",2.88713
"Mechanistic","non-SGTF","kappa",1.17290080397007
"Mechanistic","non-SGTF","sigma_z",3.83438861620752
"Mechanistic","non-SGTF","lambda1",0.997354724922472
"Mechanistic","non-SGTF","lambda_I",5.46126255387987
"Mechanistic","non-SGTF","r",0.128679559479098
"Mechanistic","non-SGTF","d",0.702563141973888
"Mechanistic","non-SGTF","m",3.29222
"Mechanistic","non-SGTF","kappa",1.65432322880009
"Mechanistic","non-SGTF","sigma_z",4.2402405452291
"Mechanistic","non-SGTF","lambda1",1.03715760564588
"Mechanistic","non-SGTF","lambda_I",5.35778155277929
"Mechanistic","non-SGTF","r",0.142791464967222
"Mechanistic","non-SGTF","d",0.772329505054757
"Mechanistic","non-SGTF","m",3.23716
"Mechanistic","non-SGTF","kappa",1.33613083405294
"Mechanistic","non-SGTF","sigma_z",4.14843020986459
"Mechanistic","non-SGTF","lambda1",0.700484528371015
"Mechanistic","non-SGTF","lambda_I",6.75207591117996
"Mechanistic","non-SGTF","r",0.183876673281244
"Mechanistic","non-SGTF","d",0.776533107865266
"Mechanistic","non-SGTF","m",2.64632
"Mechanistic","non-SGTF","kappa",0.880613020348879
"Mechanistic","non-SGTF","sigma_z",4.23430836196299
"Mechanistic","non-SGTF","lambda1",0.61393390697018
"Mechanistic","non-SGTF","lambda_I",5.1868158887872
"Mechanistic","non-SGTF","r",0.15697636913909
"Mechanistic","non-SGTF","d",0.600012374387197
"Mechanistic","non-SGTF","m",3.12222
"Mechanistic","non-SGTF","kappa",1.8338085883773
"Mechanistic","non-SGTF","sigma_z",3.83300848474425
"Mechanistic","non-SGTF","lambda1",0.767062495876586
"Mechanistic","non-SGTF","lambda_I",4.47774691875726
"Mechanistic","non-SGTF","r",0.270855448711274
"Mechanistic","non-SGTF","d",0.822549183962293
"Mechanistic","non-SGTF","m",2.73141
"Mechanistic","non-SGTF","kappa",0.789267483299771
"Mechanistic","non-SGTF","sigma_z",4.23591770489633
"Mechanistic","non-SGTF","lambda1",0.769761925196025
"Mechanistic","non-SGTF","lambda_I",4.45741945033668
"Mechanistic","non-SGTF","r",0.229222988570034
"Mechanistic","non-SGTF","d",0.90747305930504
"Mechanistic","non-SGTF","m",2.9118
"Mechanistic","non-SGTF","kappa",0.760331314929187
"Mechanistic","non-SGTF","sigma_z",4.11899828874556
"Mechanistic","non-SGTF","lambda1",0.744881599558417
"Mechanistic","non-SGTF","lambda_I",2.55372735561686
"Mechanistic","non-SGTF","r",0.242593033227787
"Mechanistic","non-SGTF","d",0.81993845206351
"Mechanistic","non-SGTF","m",2.82042
"Mechanistic","non-SGTF","kappa",0.848070084321275
"Mechanistic","non-SGTF","sigma_z",2.83343568983569
"Mechanistic","non-SGTF","lambda1",1.16964466786128
"Mechanistic","non-SGTF","lambda_I",4.18367480386358
"Mechanistic","non-SGTF","r",0.292939258596742
"Mechanistic","non-SGTF","d",0.687855150691764
"Mechanistic","non-SGTF","m",3.15144
"Mechanistic","non-SGTF","kappa",1.23674508872007
"Mechanistic","non-SGTF","sigma_z",4.29954842610525
"Mechanistic","non-SGTF","lambda1",0.385709802214855
"Mechanistic","non-SGTF","lambda_I",1.45995556452466
"Mechanistic","non-SGTF","r",0.290395933276022
"Mechanistic","non-SGTF","d",0.896986022089147
"Mechanistic","non-SGTF","m",2.80581
"Mechanistic","non-SGTF","kappa",0.872641029126699
"Mechanistic","non-SGTF","sigma_z",4.37724705269225
"Mechanistic","non-SGTF","lambda1",0.23082163720973
"Mechanistic","non-SGTF","lambda_I",4.68131943148826
"Mechanistic","non-SGTF","r",0.180461106659145
"Mechanistic","non-SGTF","d",0.742066067515693
"Mechanistic","non-SGTF","m",2.66802
"Mechanistic","non-SGTF","kappa",1.03666621310122
"Mechanistic","non-SGTF","sigma_z",3.44233493050354
"Mechanistic","non-SGTF","lambda1",0.848912636172767
"Mechanistic","non-SGTF","lambda_I",4.63900544725799
"Mechanistic","non-SGTF","r",0.126588957071491
"Mechanistic","non-SGTF","d",0.790939341496599
"Mechanistic","non-SGTF","m",2.8709
"Mechanistic","non-SGTF","kappa",1.03918172440058
"Mechanistic","non-SGTF","sigma_z",4.35223714888367
"Mechanistic","non-SGTF","lambda1",0.722544694506649
"Mechanistic","non-SGTF","lambda_I",3.50412203567325
"Mechanistic","non-SGTF","r",0.16631361932751
"Mechanistic","non-SGTF","d",0.653355426451655
"Mechanistic","non-SGTF","m",3.24933
"Mechanistic","non-SGTF","kappa",2.32778925600398
"Mechanistic","non-SGTF","sigma_z",4.31881042606719
"Mechanistic","non-SGTF","lambda1",0.757959746220424
"Mechanistic","non-SGTF","lambda_I",3.92344462966193
"Mechanistic","non-SGTF","r",0.172172224139785
"Mechanistic","non-SGTF","d",0.792148820617132
"Mechanistic","non-SGTF","m",3.43707
"Mechanistic","non-SGTF","kappa",1.3659716405654
"Mechanistic","non-SGTF","sigma_z",4.25438408216402
"Mechanistic","non-SGTF","lambda1",0.86208276314341
"Mechanistic","non-SGTF","lambda_I",3.39003416665208
"Mechanistic","non-SGTF","r",0.189325031045942
"Mechanistic","non-SGTF","d",0.762080565409909
"Mechanistic","non-SGTF","m",2.89143
"Mechanistic","non-SGTF","kappa",1.0575552749198
"Mechanistic","non-SGTF","sigma_z",3.71961437396853
"Mechanistic","non-SGTF","lambda1",0.514996589845267
"Mechanistic","non-SGTF","lambda_I",2.68775964263435
"Mechanistic","non-SGTF","r",0.134205912236689
"Mechanistic","non-SGTF","d",0.744842121879808
"Mechanistic","non-SGTF","m",3.26029
"Mechanistic","non-SGTF","kappa",1.96966996843067
"Mechanistic","non-SGTF","sigma_z",4.2732300787778
"Mechanistic","non-SGTF","lambda1",0.326022135374091
"Mechanistic","non-SGTF","lambda_I",1.60118663301998
"Mechanistic","non-SGTF","r",0.228157294439138
"Mechanistic","non-SGTF","d",0.882623991288735
"Mechanistic","non-SGTF","m",2.8044
"Mechanistic","non-SGTF","kappa",0.869464303573552
"Mechanistic","non-SGTF","sigma_z",3.06749111161589
"Mechanistic","non-SGTF","lambda1",0.150470233260483
"Mechanistic","non-SGTF","lambda_I",1.84846580418548
"Mechanistic","non-SGTF","r",0.195137664052039
"Mechanistic","non-SGTF","d",0.696065857694445
"Mechanistic","non-SGTF","m",2.99476
"Mechanistic","non-SGTF","kappa",2.54197159898428
"Mechanistic","non-SGTF","sigma_z",4.38522089632481
"Mechanistic","non-SGTF","lambda1",0.242110753119528
"Mechanistic","non-SGTF","lambda_I",2.07986502545604
"Mechanistic","non-SGTF","r",0.284634322930206
"Mechanistic","non-SGTF","d",0.90136049135511
"Mechanistic","non-SGTF","m",2.77009
"Mechanistic","non-SGTF","kappa",0.982707265731098
"Mechanistic","non-SGTF","sigma_z",3.94488577694866
"Mechanistic","non-SGTF","lambda1",0.201573741855634
"Mechanistic","non-SGTF","lambda_I",2.56798616923167
"Mechanistic","non-SGTF","r",0.114785512591308
"Mechanistic","non-SGTF","d",0.661993196690834
"Mechanistic","non-SGTF","m",2.73944
"Mechanistic","non-SGTF","kappa",1.83072854564145
"Mechanistic","non-SGTF","sigma_z",3.19638345382015
"Mechanistic","non-SGTF","lambda1",0.297378363437033
"Mechanistic","non-SGTF","lambda_I",1.62602599811758
"Mechanistic","non-SGTF","r",0.0981724159225194
"Mechanistic","non-SGTF","d",0.844862826758322
"Mechanistic","non-SGTF","m",2.65596
"Mechanistic","non-SGTF","kappa",1.27429744090731
"Mechanistic","non-SGTF","sigma_z",3.0036553591301
"Mechanistic","non-SGTF","lambda1",0.848218509572861
"Mechanistic","non-SGTF","lambda_I",4.66724984534927
"Mechanistic","non-SGTF","r",0.113420854781284
"Mechanistic","non-SGTF","d",0.808031690753981
"Mechanistic","non-SGTF","m",2.84736
"Mechanistic","non-SGTF","kappa",1.10464995281499
"Mechanistic","non-SGTF","sigma_z",3.88910867894833
"Mechanistic","non-SGTF","lambda1",0.583574008396641
"Mechanistic","non-SGTF","lambda_I",3.2586728132962
"Mechanistic","non-SGTF","r",0.335055194844091
"Mechanistic","non-SGTF","d",0.968322002315664
"Mechanistic","non-SGTF","m",2.98143
"Mechanistic","non-SGTF","kappa",0.75805298100303
"Mechanistic","non-SGTF","sigma_z",4.23130307003088
"Mechanistic","non-SGTF","lambda1",0.835911945327917
"Mechanistic","non-SGTF","lambda_I",3.74319677871625
"Mechanistic","non-SGTF","r",0.231177376379888
"Mechanistic","non-SGTF","d",1.00484149233256
"Mechanistic","non-SGTF","m",2.58212
"Mechanistic","non-SGTF","kappa",0.617342687513041
"Mechanistic","non-SGTF","sigma_z",3.36968746598552
"Mechanistic","non-SGTF","lambda1",0.576191043807937
"Mechanistic","non-SGTF","lambda_I",2.31801449932644
"Mechanistic","non-SGTF","r",0.18258490158021
"Mechanistic","non-SGTF","d",1.02198018179145
"Mechanistic","non-SGTF","m",2.81218
"Mechanistic","non-SGTF","kappa",0.825461215307068
"Mechanistic","non-SGTF","sigma_z",3.52704355429636
"Mechanistic","non-SGTF","lambda1",0.816203963485338
"Mechanistic","non-SGTF","lambda_I",3.69751140457617
"Mechanistic","non-SGTF","r",0.177694410325001
"Mechanistic","non-SGTF","d",0.660099960583722
"Mechanistic","non-SGTF","m",3.0505
"Mechanistic","non-SGTF","kappa",1.53659357172203
"Mechanistic","non-SGTF","sigma_z",4.43381328289674
"Mechanistic","non-SGTF","lambda1",0.651410674019051
"Mechanistic","non-SGTF","lambda_I",2.85850854200574
"Mechanistic","non-SGTF","r",0.221662350192451
"Mechanistic","non-SGTF","d",0.696424423934039
"Mechanistic","non-SGTF","m",3.34309
"Mechanistic","non-SGTF","kappa",1.71960222578291
"Mechanistic","non-SGTF","sigma_z",4.46031771481331
"Mechanistic","non-SGTF","lambda1",0.671283988368483
"Mechanistic","non-SGTF","lambda_I",2.50125848696624
"Mechanistic","non-SGTF","r",0.208973046384803
"Mechanistic","non-SGTF","d",0.725270928101896
"Mechanistic","non-SGTF","m",2.97571
"Mechanistic","non-SGTF","kappa",1.2280837159512
"Mechanistic","non-SGTF","sigma_z",4.43279362310705
"Mechanistic","non-SGTF","lambda1",0.63686154616101
"Mechanistic","non-SGTF","lambda_I",2.46648238508043
"Mechanistic","non-SGTF","r",0.209751873838274
"Mechanistic","non-SGTF","d",0.708889938030703
"Mechanistic","non-SGTF","m",2.9779
"Mechanistic","non-SGTF","kappa",1.21155177907249
"Mechanistic","non-SGTF","sigma_z",4.4288059035892
"Mechanistic","non-SGTF","lambda1",0.46665595774476
"Mechanistic","non-SGTF","lambda_I",2.72524954481153
"Mechanistic","non-SGTF","r",0.175120669969691
"Mechanistic","non-SGTF","d",0.81410168551618
"Mechanistic","non-SGTF","m",2.78442
"Mechanistic","non-SGTF","kappa",0.963288044768425
"Mechanistic","non-SGTF","sigma_z",4.46938135625792
"Mechanistic","non-SGTF","lambda1",0.807399249573154
"Mechanistic","non-SGTF","lambda_I",3.58213861304871
"Mechanistic","non-SGTF","r",0.152809993790561
"Mechanistic","non-SGTF","d",0.905995354894785
"Mechanistic","non-SGTF","m",2.7182
"Mechanistic","non-SGTF","kappa",0.837366860883265
"Mechanistic","non-SGTF","sigma_z",4.43434537241542
"Mechanistic","non-SGTF","lambda1",0.586792508203996
"Mechanistic","non-SGTF","lambda_I",3.25805372427699
"Mechanistic","non-SGTF","r",0.195120102452558
"Mechanistic","non-SGTF","d",0.965300815801986
"Mechanistic","non-SGTF","m",3.35115
"Mechanistic","non-SGTF","kappa",1.08579050744671
"Mechanistic","non-SGTF","sigma_z",4.03885000813334
"Mechanistic","non-SGTF","lambda1",0.72187304030837
"Mechanistic","non-SGTF","lambda_I",4.33976413560201
"Mechanistic","non-SGTF","r",0.123653744798775
"Mechanistic","non-SGTF","d",0.673259794034519
"Mechanistic","non-SGTF","m",2.90595
"Mechanistic","non-SGTF","kappa",1.39539565679217
"Mechanistic","non-SGTF","sigma_z",3.95646124205031
"Mechanistic","non-SGTF","lambda1",0.910093807153542
"Mechanistic","non-SGTF","lambda_I",4.98583055316394
"Mechanistic","non-SGTF","r",0.0899546162252223
"Mechanistic","non-SGTF","d",0.703026986699513
"Mechanistic","non-SGTF","m",3.02686
"Mechanistic","non-SGTF","kappa",1.43560304305701
"Mechanistic","non-SGTF","sigma_z",3.93680704463578
"Mechanistic","non-SGTF","lambda1",0.370993773327268
"Mechanistic","non-SGTF","lambda_I",3.16435739428277
"Mechanistic","non-SGTF","r",0.164341286208608
"Mechanistic","non-SGTF","d",0.8808411286599
"Mechanistic","non-SGTF","m",3.20256
"Mechanistic","non-SGTF","kappa",1.23644088684661
"Mechanistic","non-SGTF","sigma_z",4.3302704515235
"Mechanistic","non-SGTF","lambda1",0.488908462637697
"Mechanistic","non-SGTF","lambda_I",2.05767355010066
"Mechanistic","non-SGTF","r",0.174547215152213
"Mechanistic","non-SGTF","d",0.810851782912525
"Mechanistic","non-SGTF","m",3.25735
"Mechanistic","non-SGTF","kappa",1.30434108819174
"Mechanistic","non-SGTF","sigma_z",4.30733765588292
"Mechanistic","non-SGTF","lambda1",0.674271790063922
"Mechanistic","non-SGTF","lambda_I",2.61701930424606
"Mechanistic","non-SGTF","r",0.222366134751733
"Mechanistic","non-SGTF","d",0.827251102046983
"Mechanistic","non-SGTF","m",2.82465
"Mechanistic","non-SGTF","kappa",0.987310104440007
"Mechanistic","non-SGTF","sigma_z",3.43463272994439
"Mechanistic","non-SGTF","lambda1",0.795201291119395
"Mechanistic","non-SGTF","lambda_I",5.61454190099886
"Mechanistic","non-SGTF","r",0.201485068918694
"Mechanistic","non-SGTF","d",1.02673534442446
