"group","parameter","value"
"Omicron posterior","d",0.651009528609327
"Omicron posterior","m",2.44419
"Omicron posterior","kappa",1.91930089011455
"Omicron posterior","sigma_z",3.22863678448461
"Omicron posterior","lambda1",0.169131290297047
"Omicron posterior","lambda_I",1.44472645623413
"Omicron posterior","r",0.157607108165891
"Omicron posterior","d",0.692841515021068
"Omicron posterior","m",1.7531
"Omicron posterior","kappa",4.77727356556669
"Omicron posterior","sigma_z",3.26764649669214
"Omicron posterior","lambda1",0.233470394514388
"Omicron posterior","lambda_I",0.651795771512497
"Omicron posterior","r",0.317251640944223
"Omicron posterior","d",0.795123365211298
"Omicron posterior","m",2.03197
"Omicron posterior","kappa",2.51929978546105
"Omicron posterior","sigma_z",3.65980548563643
"Omicron posterior","lambda1",0.0762750036901391
"Omicron posterior","lambda_I",1.4469544959669
"Omicron posterior","r",0.150322844664096
"Omicron posterior","d",0.769895105528851
"Omicron posterior","m",2.3263
"Omicron posterior","kappa",4.57808139055744
"Omicron posterior","sigma_z",4.16526542050446
"Omicron posterior","lambda1",0.0813894191739915
"Omicron posterior","lambda_I",0.638671526376105
"Omicron posterior","r",0.18407352661941
"Omicron posterior","d",0.845167032129636
"Omicron posterior","m",0.796913
"Omicron posterior","kappa",1.66061663456959
"Omicron posterior","sigma_z",0.574984612162156
"Omicron posterior","lambda1",0.0793203946442003
"Omicron posterior","lambda_I",0.669758553135445
"Omicron posterior","r",0.124176666189928
"Omicron posterior","d",0.86129087301333
"Omicron posterior","m",0.814892
"Omicron posterior","kappa",1.99731943684152
"Omicron posterior","sigma_z",1.21833966315963
"Omicron posterior","lambda1",2.10049703487895
"Omicron posterior","lambda_I",1.06008320465399
"Omicron posterior","r",0.754234463321254
"Omicron posterior","d",0.651556606353843
"Omicron posterior","m",1.96706
"Omicron posterior","kappa",6.74849825910858
"Omicron posterior","sigma_z",3.1503702953249
"Omicron posterior","lambda1",1.36048193371235
"Omicron posterior","lambda_I",1.20763994945686
"Omicron posterior","r",0.257393303522405
"Omicron posterior","d",0.594736992840232
"Omicron posterior","m",2.29777
"Omicron posterior","kappa",5.57019465295985
"Omicron posterior","sigma_z",0.834639820404207
"Omicron posterior","lambda1",0.68818540041769
"Omicron posterior","lambda_I",0.716495007240412
"Omicron posterior","r",0.3039779843803
"Omicron posterior","d",0.574535724493509
"Omicron posterior","m",1.65413
"Omicron posterior","kappa",2.29428672500299
"Omicron posterior","sigma_z",0.10707775780361
"Omicron posterior","lambda1",0.355411146677965
"Omicron posterior","lambda_I",0.849071397679469
"Omicron posterior","r",0.240448343607803
"Omicron posterior","d",0.580211260221727
"Omicron posterior","m",1.25927
"Omicron posterior","kappa",5.14960493457428
"Omicron posterior","sigma_z",0.797135182816154
"Omicron posterior","lambda1",0.58697209418676
"Omicron posterior","lambda_I",0.787604672228099
"Omicron posterior","r",0.263026629257591
"Omicron posterior","d",0.584239077877374
"Omicron posterior","m",1.18779
"Omicron posterior","kappa",4.77378742845869
"Omicron posterior","sigma_z",0.21388859149723
"Omicron posterior","lambda1",1.06475071357313
"Omicron posterior","lambda_I",0.563667353636775
"Omicron posterior","r",0.485344175264133
"Omicron posterior","d",0.598501648261759
"Omicron posterior","m",2.03353
"Omicron posterior","kappa",2.58939692213117
"Omicron posterior","sigma_z",0.758704428270256
"Omicron posterior","lambda1",0.116685849779727
"Omicron posterior","lambda_I",0.836527402980312
"Omicron posterior","r",0.152585528122376
"Omicron posterior","d",0.758379013876906
"Omicron posterior","m",1.43299
"Omicron posterior","kappa",5.95124237331976
"Omicron posterior","sigma_z",0.699379336079657
"Omicron posterior","lambda1",0.226429871523135
"Omicron posterior","lambda_I",0.650978931880511
"Omicron posterior","r",0.165979664689507
"Omicron posterior","d",0.774502028515134
"Omicron posterior","m",1.27416
"Omicron posterior","kappa",3.39227232771397
"Omicron posterior","sigma_z",0.246185490687621
"Omicron posterior","lambda1",0.457190557574017
"Omicron posterior","lambda_I",0.33239874220106
"Omicron posterior","r",1.18900877757682
"Omicron posterior","d",0.68054930870042
"Omicron posterior","m",1.55894
"Omicron posterior","kappa",2.2275982786598
"Omicron posterior","sigma_z",0.834619789288891
"Omicron posterior","lambda1",0.307712307216601
"Omicron posterior","lambda_I",0.417501141735148
"Omicron posterior","r",0.653894013190314
"Omicron posterior","d",0.709231705340139
"Omicron posterior","m",1.38791
"Omicron posterior","kappa",5.63591774861085
"Omicron posterior","sigma_z",0.316272846390093
"Omicron posterior","lambda1",0.54090695607539
"Omicron posterior","lambda_I",0.608331691829355
"Omicron posterior","r",0.375714023791039
"Omicron posterior","d",0.677288467549398
"Omicron posterior","m",1.96544
"Omicron posterior","kappa",5.37414773225176
"Omicron posterior","sigma_z",0.345881170767703
"Omicron posterior","lambda1",0.507028025397764
"Omicron posterior","lambda_I",1.05425483517634
"Omicron posterior","r",0.285783713718458
"Omicron posterior","d",0.653586101628966
"Omicron posterior","m",1.25105
"Omicron posterior","kappa",1.7259040497338
"Omicron posterior","sigma_z",0.074678727486689
"Omicron posterior","lambda1",0.507028025397764
"Omicron posterior","lambda_I",1.05425483517634
"Omicron posterior","r",0.285783713718458
"Omicron posterior","d",0.653586101628966
"Omicron posterior","m",1.25105
"Omicron posterior","kappa",1.7259040497338
"Omicron posterior","sigma_z",0.074678727486689
"Omicron posterior","lambda1",0.512564870189564
"Omicron posterior","lambda_I",1.03667295145351
"Omicron posterior","r",0.284312867801648
"Omicron posterior","d",0.657185471321257
"Omicron posterior","m",1.26739
"Omicron posterior","kappa",1.56691387476001
"Omicron posterior","sigma_z",0.106862747668
"Omicron posterior","lambda1",0.0624312080264742
"Omicron posterior","lambda_I",0.236638883066485
"Omicron posterior","r",0.480048566495314
"Omicron posterior","d",0.828304034972158
"Omicron posterior","m",1.28311
"Omicron posterior","kappa",5.81482098233643
"Omicron posterior","sigma_z",0.409434639061387
"Omicron posterior","lambda1",0.318516818508457
"Omicron posterior","lambda_I",0.434578362308715
"Omicron posterior","r",0.275626111537512
"Omicron posterior","d",0.714110190584685
"Omicron posterior","m",1.71887
"Omicron posterior","kappa",11.7464374632457
"Omicron posterior","sigma_z",0.278945181094067
"Omicron posterior","lambda1",0.343715843260072
"Omicron posterior","lambda_I",0.584338991302045
"Omicron posterior","r",0.286848808982414
"Omicron posterior","d",0.726861738802102
"Omicron posterior","m",1.70175
"Omicron posterior","kappa",8.42463372065355
"Omicron posterior","sigma_z",0.338006551686199
"Omicron posterior","lambda1",0.227721929912236
"Omicron posterior","lambda_I",0.710208279895896
"Omicron posterior","r",0.191310024867785
"Omicron posterior","d",0.735116712395974
"Omicron posterior","m",1.77716
"Omicron posterior","kappa",6.58279877073403
"Omicron posterior","sigma_z",0.628264514349996
"Omicron posterior","lambda1",0.16302038901767
"Omicron posterior","lambda_I",0.971235700683159
"Omicron posterior","r",0.467383574393112
"Omicron posterior","d",0.749611654914826
"Omicron posterior","m",2.25474
"Omicron posterior","kappa",3.38884786230912
"Omicron posterior","sigma_z",3.88052323917315
"Omicron posterior","lambda1",0.12229733832711
"Omicron posterior","lambda_I",0.689301164291086
"Omicron posterior","r",0.408600243770267
"Omicron posterior","d",0.722402367221529
"Omicron posterior","m",1.49834
"Omicron posterior","kappa",1.91205580324327
"Omicron posterior","sigma_z",2.34407765398685
"Omicron posterior","lambda1",0.684341648465879
"Omicron posterior","lambda_I",0.478249364244416
"Omicron posterior","r",0.604710166122241
"Omicron posterior","d",0.607675048253536
"Omicron posterior","m",1.93827
"Omicron posterior","kappa",2.32672802608205
"Omicron posterior","sigma_z",0.0385947122591501
"Omicron posterior","lambda1",0.218650656196574
"Omicron posterior","lambda_I",0.267044491401853
"Omicron posterior","r",0.879959847844747
"Omicron posterior","d",0.685665074548657
"Omicron posterior","m",1.527
"Omicron posterior","kappa",3.71366774953834
"Omicron posterior","sigma_z",1.20760613601167
"Omicron posterior","lambda1",0.26213123596503
"Omicron posterior","lambda_I",0.445091678025441
"Omicron posterior","r",0.458230475420161
"Omicron posterior","d",0.715335225005937
"Omicron posterior","m",1.50131
"Omicron posterior","kappa",7.06773457007881
"Omicron posterior","sigma_z",0.710955101183909
"Omicron posterior","lambda1",0.320795958904574
"Omicron posterior","lambda_I",0.479225509540044
"Omicron posterior","r",0.435050135722615
"Omicron posterior","d",0.723137424142082
"Omicron posterior","m",1.46634
"Omicron posterior","kappa",6.93013989592346
"Omicron posterior","sigma_z",1.09085697180182
"Omicron posterior","lambda1",0.375281075164455
"Omicron posterior","lambda_I",0.640835170137611
"Omicron posterior","r",0.525965319987873
"Omicron posterior","d",0.730904113148247
"Omicron posterior","m",0.969016
"Omicron posterior","kappa",1.48189992855168
"Omicron posterior","sigma_z",0.730158240881309
"Omicron posterior","lambda1",0.690615534549242
"Omicron posterior","lambda_I",0.581272275136144
"Omicron posterior","r",0.124746699701382
"Omicron posterior","d",0.669412377457598
"Omicron posterior","m",1.93861
"Omicron posterior","kappa",3.66852619622137
"Omicron posterior","sigma_z",0.877802196019588
"Omicron posterior","lambda1",0.323117255988393
"Omicron posterior","lambda_I",0.69982778194563
"Omicron posterior","r",0.314321164159177
"Omicron posterior","d",0.69353331600433
"Omicron posterior","m",1.65172
"Omicron posterior","kappa",3.34805640547918
"Omicron posterior","sigma_z",0.229436265107622
"Omicron posterior","lambda1",0.35386492728614
"Omicron posterior","lambda_I",0.678924737987937
"Omicron posterior","r",0.330962567210076
"Omicron posterior","d",0.690178513247706
"Omicron posterior","m",1.71337
"Omicron posterior","kappa",3.64406566766642
"Omicron posterior","sigma_z",0.134153582135949
"Omicron posterior","lambda1",0.454651994467639
"Omicron posterior","lambda_I",0.714966922211169
"Omicron posterior","r",0.616855179380972
"Omicron posterior","d",0.67620229144847
"Omicron posterior","m",1.48128
"Omicron posterior","kappa",1.67668729743326
"Omicron posterior","sigma_z",0.607236465216225
"Omicron posterior","lambda1",0.694965552078795
"Omicron posterior","lambda_I",0.605651221911812
"Omicron posterior","r",0.350350919377622
"Omicron posterior","d",0.620844891741274
"Omicron posterior","m",2.10046
"Omicron posterior","kappa",7.47227870387455
"Omicron posterior","sigma_z",0.621044214941185
"Omicron posterior","lambda1",0.104799109947356
"Omicron posterior","lambda_I",0.367368443973541
"Omicron posterior","r",0.581485641211399
"Omicron posterior","d",0.823962714079494
"Omicron posterior","m",1.48471
"Omicron posterior","kappa",5.12638124534675
"Omicron posterior","sigma_z",0.430860890860782
"Omicron posterior","lambda1",0.155043431203352
"Omicron posterior","lambda_I",0.378426277691165
"Omicron posterior","r",0.78675294484036
"Omicron posterior","d",0.790469663036063
"Omicron posterior","m",1.45303
"Omicron posterior","kappa",3.26297710161505
"Omicron posterior","sigma_z",0.423699839565866
"Omicron posterior","lambda1",0.238613545543833
"Omicron posterior","lambda_I",0.548903295290584
"Omicron posterior","r",0.954669186579209
"Omicron posterior","d",0.65897742599872
"Omicron posterior","m",1.14826
"Omicron posterior","kappa",2.86365849094491
"Omicron posterior","sigma_z",0.2768415384065
"Omicron posterior","lambda1",0.103927680659751
"Omicron posterior","lambda_I",0.460477170489471
"Omicron posterior","r",0.679130483352396
"Omicron posterior","d",0.722543249418705
"Omicron posterior","m",1.25732
"Omicron posterior","kappa",5.28873982946777
"Omicron posterior","sigma_z",0.384566712705838
"Omicron posterior","lambda1",0.0726036560212433
"Omicron posterior","lambda_I",0.36736477030747
"Omicron posterior","r",0.204384960934678
"Omicron posterior","d",0.822631442993572
"Omicron posterior","m",1.30589
"Omicron posterior","kappa",5.19745976760743
"Omicron posterior","sigma_z",0.0912785005948518
"Omicron posterior","lambda1",0.0614285849029204
"Omicron posterior","lambda_I",0.510811316809333
"Omicron posterior","r",0.221728858873312
"Omicron posterior","d",0.785477865932371
"Omicron posterior","m",1.15174
"Omicron posterior","kappa",4.24520453003186
"Omicron posterior","sigma_z",0.818081756951765
"Omicron posterior","lambda1",0.449455692753
"Omicron posterior","lambda_I",0.630934011224954
"Omicron posterior","r",0.213912120536368
"Omicron posterior","d",0.662524328189842
"Omicron posterior","m",1.91899
"Omicron posterior","kappa",7.56241058639158
"Omicron posterior","sigma_z",0.205483405526974
"Omicron posterior","lambda1",1.00106403568473
"Omicron posterior","lambda_I",1.68503612037685
"Omicron posterior","r",0.238082030197147
"Omicron posterior","d",0.66149027299656
"Omicron posterior","m",1.84257
"Omicron posterior","kappa",1.97679530373711
"Omicron posterior","sigma_z",2.12747748805148
"Omicron posterior","lambda1",2.52274602323463
"Omicron posterior","lambda_I",1.39983307868207
"Omicron posterior","r",0.484324568955362
"Omicron posterior","d",0.725418898463693
"Omicron posterior","m",2.45286
"Omicron posterior","kappa",4.68211532344051
"Omicron posterior","sigma_z",3.2678098831016
"Omicron posterior","lambda1",3.28717982129854
"Omicron posterior","lambda_I",1.6198555846616
"Omicron posterior","r",0.188173663597476
"Omicron posterior","d",0.888723602619271
"Omicron posterior","m",2.19398
"Omicron posterior","kappa",1.58930688530651
"Omicron posterior","sigma_z",4.43425668639484
"Omicron posterior","lambda1",1.8869938363389
"Omicron posterior","lambda_I",1.06600359696333
"Omicron posterior","r",0.203939887026664
"Omicron posterior","d",0.822772947770829
"Omicron posterior","m",2.82605
"Omicron posterior","kappa",2.75531011307599
"Omicron posterior","sigma_z",4.44655660493866
"Omicron posterior","lambda1",0.0856582274383922
"Omicron posterior","lambda_I",1.53928650404031
"Omicron posterior","r",0.247372495355501
"Omicron posterior","d",0.697434274384281
"Omicron posterior","m",2.30689
"Omicron posterior","kappa",3.72303799381624
"Omicron posterior","sigma_z",4.479717560911
"Omicron posterior","lambda1",1.60157737022644
"Omicron posterior","lambda_I",1.05847426649185
"Omicron posterior","r",0.6052062318176
"Omicron posterior","d",0.77989732701095
"Omicron posterior","m",2.20682
"Omicron posterior","kappa",1.9897838206575
"Omicron posterior","sigma_z",4.46062994798138
"Omicron posterior","lambda1",0.114094297665716
"Omicron posterior","lambda_I",1.17733334031068
"Omicron posterior","r",0.141811013308235
"Omicron posterior","d",0.776272236569856
"Omicron posterior","m",2.08192
"Omicron posterior","kappa",2.3175184972977
"Omicron posterior","sigma_z",4.46486955992878
"Omicron posterior","lambda1",0.024713391902215
"Omicron posterior","lambda_I",1.95077552765279
"Omicron posterior","r",0.153161861268765
"Omicron posterior","d",0.698943059506391
"Omicron posterior","m",1.82116
"Omicron posterior","kappa",3.16771339148499
"Omicron posterior","sigma_z",4.46915789277674
