model,strain,mean_gen,sd_gen,strain_label
Censored WH-informed,non-SGTF,3.65766,1.9829,Delta
Censored WH-informed,non-SGTF,3.7751,2.01998,Delta
Censored WH-informed,non-SGTF,3.75535,2.06169,Delta
Censored WH-informed,non-SGTF,3.72501,2.02973,Delta
Censored WH-informed,non-SGTF,3.73677,2.00694,Delta
Censored WH-informed,non-SGTF,3.75102,2.16084,Delta
Censored WH-informed,non-SGTF,3.75573,2.08563,Delta
Censored WH-informed,non-SGTF,3.79805,2.08021,Delta
Censored WH-informed,non-SGTF,3.70902,2.06985,Delta
Censored WH-informed,non-SGTF,3.75783,2.09857,Delta
Censored WH-informed,non-SGTF,3.75435,2.13641,Delta
Censored WH-informed,non-SGTF,3.68542,2.11133,Delta
Censored WH-informed,non-SGTF,3.84723,2.33166,Delta
Censored WH-informed,non-SGTF,3.59288,1.79155,Delta
Censored WH-informed,non-SGTF,3.87947,2.10819,Delta
Censored WH-informed,non-SGTF,3.76668,2.04692,Delta
Censored WH-informed,non-SGTF,3.66456,2.05289,Delta
Censored WH-informed,non-SGTF,3.75238,2.15282,Delta
Censored WH-informed,non-SGTF,3.76197,2.24874,Delta
Censored WH-informed,non-SGTF,3.85296,2.1797,Delta
Censored WH-informed,non-SGTF,3.71089,2.11885,Delta
Censored WH-informed,non-SGTF,3.83819,2.19667,Delta
Censored WH-informed,non-SGTF,3.70919,2.05743,Delta
Censored WH-informed,non-SGTF,3.72447,2.1564,Delta
Censored WH-informed,non-SGTF,3.78951,2.00432,Delta
Censored WH-informed,non-SGTF,3.77025,1.94477,Delta
Censored WH-informed,non-SGTF,3.84815,2.12195,Delta
Censored WH-informed,non-SGTF,3.69055,2.05843,Delta
Censored WH-informed,non-SGTF,3.62227,2.05616,Delta
Censored WH-informed,non-SGTF,3.88622,2.10571,Delta
Censored WH-informed,non-SGTF,3.85309,2.06946,Delta
Censored WH-informed,non-SGTF,3.72952,2.0601,Delta
Censored WH-informed,non-SGTF,3.72382,2.07273,Delta
Censored WH-informed,non-SGTF,3.72725,1.95469,Delta
Censored WH-informed,non-SGTF,3.76175,2.2162,Delta
Censored WH-informed,non-SGTF,3.70749,2.1779,Delta
Censored WH-informed,non-SGTF,3.75161,2.01692,Delta
Censored WH-informed,non-SGTF,3.77815,2.00686,Delta
Censored WH-informed,non-SGTF,3.69379,1.92898,Delta
Censored WH-informed,non-SGTF,3.80837,2.34305,Delta
Censored WH-informed,non-SGTF,3.74047,2.00482,Delta
Censored WH-informed,non-SGTF,3.78052,2.13571,Delta
Censored WH-informed,non-SGTF,3.77927,2.16298,Delta
Censored WH-informed,non-SGTF,3.59604,2.07909,Delta
Censored WH-informed,non-SGTF,3.65548,1.89876,Delta
Censored WH-informed,non-SGTF,3.75938,2.19611,Delta
Censored WH-informed,non-SGTF,3.77522,1.87625,Delta
Censored WH-informed,non-SGTF,3.73669,1.97291,Delta
Censored WH-informed,non-SGTF,3.80604,2.2495,Delta
Censored WH-informed,non-SGTF,3.85681,2.04511,Delta
Censored WH-informed,non-SGTF,3.8252100000000002,2.2223,Delta
Censored WH-informed,non-SGTF,3.77535,2.02892,Delta
Censored WH-informed,non-SGTF,3.68374,1.95443,Delta
Censored WH-informed,non-SGTF,3.73069,2.09981,Delta
Censored WH-informed,non-SGTF,3.7665,2.16855,Delta
Censored WH-informed,non-SGTF,3.735,2.07987,Delta
Censored WH-informed,non-SGTF,3.71272,2.02253,Delta
Censored WH-informed,non-SGTF,3.81757,2.10174,Delta
Censored WH-informed,non-SGTF,3.77038,2.08532,Delta
Censored WH-informed,non-SGTF,3.71584,2.01481,Delta
Censored WH-informed,non-SGTF,3.71985,2.18025,Delta
Censored WH-informed,non-SGTF,3.70073,2.2302,Delta
Censored WH-informed,non-SGTF,3.70731,2.03388,Delta
Censored WH-informed,non-SGTF,3.72334,2.28432,Delta
Censored WH-informed,non-SGTF,3.75453,1.91822,Delta
Censored WH-informed,non-SGTF,3.83878,2.19016,Delta
Censored WH-informed,non-SGTF,3.67259,2.08641,Delta
Censored WH-informed,non-SGTF,3.75315,2.15074,Delta
Censored WH-informed,non-SGTF,3.7156,2.21819,Delta
Censored WH-informed,non-SGTF,3.68848,2.00676,Delta
Censored WH-informed,non-SGTF,3.6939,2.05381,Delta
Censored WH-informed,non-SGTF,3.77743,2.19775,Delta
Censored WH-informed,non-SGTF,3.81475,2.16654,Delta
Censored WH-informed,non-SGTF,3.79018,2.08124,Delta
Censored WH-informed,non-SGTF,3.71901,2.00038,Delta
Censored WH-informed,non-SGTF,3.81253,2.09734,Delta
Censored WH-informed,non-SGTF,3.7551,2.16238,Delta
Censored WH-informed,non-SGTF,3.77702,2.00419,Delta
Censored WH-informed,non-SGTF,3.82116,1.9813,Delta
Censored WH-informed,non-SGTF,3.60507,1.94168,Delta
Censored WH-informed,non-SGTF,3.70783,2.09971,Delta
Censored WH-informed,non-SGTF,3.89114,2.20376,Delta
Censored WH-informed,non-SGTF,3.8635100000000002,2.20638,Delta
Censored WH-informed,non-SGTF,3.72875,2.10039,Delta
Censored WH-informed,non-SGTF,3.7109,2.19209,Delta
Censored WH-informed,non-SGTF,3.70829,2.19018,Delta
Censored WH-informed,non-SGTF,3.80318,2.05455,Delta
Censored WH-informed,non-SGTF,3.75284,1.93134,Delta
Censored WH-informed,non-SGTF,3.67351,1.9672,Delta
Censored WH-informed,non-SGTF,3.90319,2.31019,Delta
Censored WH-informed,non-SGTF,3.8109,2.09941,Delta
Censored WH-informed,non-SGTF,3.65349,2.17436,Delta
Censored WH-informed,non-SGTF,3.64672,2.17042,Delta
Censored WH-informed,non-SGTF,3.66249,2.25509,Delta
Censored WH-informed,non-SGTF,3.82034,1.96969,Delta
Censored WH-informed,non-SGTF,3.8809,2.27974,Delta
Censored WH-informed,non-SGTF,3.69262,2.06449,Delta
Censored WH-informed,non-SGTF,3.76354,2.18229,Delta
Censored WH-informed,non-SGTF,3.72952,2.12272,Delta
Censored WH-informed,non-SGTF,3.89468,2.23867,Delta
Censored WH-informed,non-SGTF,3.8628,2.1831,Delta
Censored WH-informed,non-SGTF,3.68293,2.0955,Delta
Censored WH-informed,non-SGTF,3.8503,2.10854,Delta
Censored WH-informed,non-SGTF,3.65759,2.17624,Delta
Censored WH-informed,non-SGTF,3.61473,2.16282,Delta
Censored WH-informed,non-SGTF,3.77427,2.22307,Delta
Censored WH-informed,non-SGTF,3.861,2.27945,Delta
Censored WH-informed,non-SGTF,3.78212,2.17893,Delta
Censored WH-informed,non-SGTF,3.77412,2.15164,Delta
Censored WH-informed,non-SGTF,3.7147,1.96427,Delta
Censored WH-informed,non-SGTF,3.87219,2.11492,Delta
Censored WH-informed,non-SGTF,3.79127,2.12079,Delta
Censored WH-informed,non-SGTF,3.77469,2.24294,Delta
Censored WH-informed,non-SGTF,3.76154,2.03205,Delta
Censored WH-informed,non-SGTF,3.76472,2.11495,Delta
Censored WH-informed,non-SGTF,3.81372,2.13278,Delta
Censored WH-informed,non-SGTF,3.87012,2.19695,Delta
Censored WH-informed,non-SGTF,3.7767,2.15926,Delta
Censored WH-informed,non-SGTF,3.6684,1.99245,Delta
Censored WH-informed,non-SGTF,3.78137,2.21889,Delta
Censored WH-informed,non-SGTF,3.74722,2.17726,Delta
Censored WH-informed,non-SGTF,3.75313,2.12953,Delta
Censored WH-informed,non-SGTF,3.70242,1.97296,Delta
Censored WH-informed,non-SGTF,3.69429,2.07079,Delta
Censored WH-informed,non-SGTF,3.67651,2.02607,Delta
Censored WH-informed,non-SGTF,3.69796,2.08491,Delta
Censored WH-informed,non-SGTF,3.80012,2.17608,Delta
Censored WH-informed,non-SGTF,3.75882,2.10001,Delta
Censored WH-informed,non-SGTF,3.64711,2.12449,Delta
Censored WH-informed,non-SGTF,3.90017,2.35416,Delta
Censored WH-informed,non-SGTF,3.7382,2.1867,Delta
Censored WH-informed,non-SGTF,3.96731,2.1097,Delta
Censored WH-informed,non-SGTF,3.70496,2.01615,Delta
Censored WH-informed,non-SGTF,3.68042,2.03177,Delta
Censored WH-informed,non-SGTF,3.71287,2.11527,Delta
Censored WH-informed,non-SGTF,3.79145,2.09099,Delta
Censored WH-informed,non-SGTF,3.79622,2.17396,Delta
Censored WH-informed,non-SGTF,3.72702,2.11958,Delta
Censored WH-informed,non-SGTF,3.8249,2.05977,Delta
Censored WH-informed,non-SGTF,3.73122,2.20482,Delta
Censored WH-informed,non-SGTF,3.73984,1.98726,Delta
Censored WH-informed,non-SGTF,3.73921,2.10656,Delta
Censored WH-informed,non-SGTF,3.75702,2.00025,Delta
Censored WH-informed,non-SGTF,3.85189,2.03169,Delta
Censored WH-informed,non-SGTF,3.64022,1.94026,Delta
Censored WH-informed,non-SGTF,3.81434,1.96141,Delta
Censored WH-informed,non-SGTF,3.78548,2.21473,Delta
Censored WH-informed,non-SGTF,3.77243,1.97218,Delta
Censored WH-informed,non-SGTF,3.72112,2.19531,Delta
Censored WH-informed,non-SGTF,3.77135,2.23018,Delta
Censored WH-informed,non-SGTF,3.80001,1.98229,Delta
Censored WH-informed,non-SGTF,3.71103,2.15406,Delta
Censored WH-informed,non-SGTF,3.75371,1.96544,Delta
Censored WH-informed,non-SGTF,3.75017,2.00603,Delta
Censored WH-informed,non-SGTF,3.79102,2.00684,Delta
Censored WH-informed,non-SGTF,3.6906,1.73838,Delta
Censored WH-informed,non-SGTF,3.80462,1.91298,Delta
Censored WH-informed,non-SGTF,3.75929,1.76891,Delta
Censored WH-informed,non-SGTF,3.65132,2.14239,Delta
Censored WH-informed,non-SGTF,3.69294,2.14491,Delta
Censored WH-informed,non-SGTF,3.69311,2.07674,Delta
Censored WH-informed,non-SGTF,3.78013,1.89161,Delta
Censored WH-informed,non-SGTF,3.81879,1.8822,Delta
Censored WH-informed,non-SGTF,3.79523,1.99947,Delta
Censored WH-informed,non-SGTF,3.79607,2.01342,Delta
Censored WH-informed,non-SGTF,3.68796,2.13974,Delta
Censored WH-informed,non-SGTF,3.90617,2.22653,Delta
Censored WH-informed,non-SGTF,3.66749,2.06602,Delta
Censored WH-informed,non-SGTF,3.79895,2.18291,Delta
Censored WH-informed,non-SGTF,3.72821,2.04365,Delta
Censored WH-informed,non-SGTF,3.66251,2.10761,Delta
Censored WH-informed,non-SGTF,3.79457,2.13232,Delta
Censored WH-informed,non-SGTF,3.80392,2.00608,Delta
Censored WH-informed,non-SGTF,3.83578,2.01093,Delta
Censored WH-informed,non-SGTF,3.69501,2.05009,Delta
Censored WH-informed,non-SGTF,3.77048,2.11166,Delta
Censored WH-informed,non-SGTF,3.67217,1.8802,Delta
Censored WH-informed,non-SGTF,3.60568,2.19651,Delta
Censored WH-informed,non-SGTF,3.66158,2.08112,Delta
Censored WH-informed,non-SGTF,3.67358,2.17326,Delta
Censored WH-informed,non-SGTF,3.82402,1.90105,Delta
Censored WH-informed,non-SGTF,3.79462,2.28701,Delta
Censored WH-informed,non-SGTF,3.75235,2.17185,Delta
Censored WH-informed,non-SGTF,3.74506,2.00605,Delta
Censored WH-informed,non-SGTF,3.6892,2.10835,Delta
Censored WH-informed,non-SGTF,3.7203,2.12225,Delta
Censored WH-informed,non-SGTF,3.70592,2.27897,Delta
Censored WH-informed,non-SGTF,3.68882,2.20668,Delta
Censored WH-informed,non-SGTF,3.64346,2.12671,Delta
Censored WH-informed,non-SGTF,3.6914,2.1455,Delta
Censored WH-informed,non-SGTF,3.83079,2.11075,Delta
Censored WH-informed,non-SGTF,3.83846,2.18743,Delta
Censored WH-informed,non-SGTF,3.6776,2.20806,Delta
Censored WH-informed,non-SGTF,3.6764,2.22603,Delta
Censored WH-informed,non-SGTF,3.6575,2.22379,Delta
Censored WH-informed,non-SGTF,3.65221,2.11537,Delta
Censored WH-informed,non-SGTF,3.6843,2.0711,Delta
Censored WH-informed,non-SGTF,3.7008,1.93617,Delta
Censored WH-informed,non-SGTF,3.73441,2.24837,Delta
Censored WH-informed,non-SGTF,3.76874,2.16694,Delta
Censored WH-informed,non-SGTF,3.67795,2.20125,Delta
Censored WH-informed,non-SGTF,3.77361,2.05756,Delta
Censored WH-informed,non-SGTF,3.76846,2.01266,Delta
Censored WH-informed,non-SGTF,3.74854,2.22531,Delta
Censored WH-informed,non-SGTF,3.68848,1.87567,Delta
Censored WH-informed,non-SGTF,3.77741,2.18007,Delta
Censored WH-informed,non-SGTF,3.69131,2.11357,Delta
Censored WH-informed,non-SGTF,3.91694,2.15324,Delta
Censored WH-informed,non-SGTF,3.65938,2.08723,Delta
Censored WH-informed,non-SGTF,3.6903,2.14864,Delta
Censored WH-informed,non-SGTF,3.6515,2.1309,Delta
Censored WH-informed,non-SGTF,3.70522,2.00494,Delta
Censored WH-informed,non-SGTF,3.72421,2.03655,Delta
Censored WH-informed,non-SGTF,3.7683,2.11196,Delta
Censored WH-informed,non-SGTF,3.76434,2.10834,Delta
Censored WH-informed,non-SGTF,3.7839,2.11733,Delta
Censored WH-informed,non-SGTF,3.72178,2.05643,Delta
Censored WH-informed,non-SGTF,3.82963,2.05572,Delta
Censored WH-informed,non-SGTF,3.64535,2.13658,Delta
Censored WH-informed,non-SGTF,3.85031,2.21115,Delta
Censored WH-informed,non-SGTF,3.73703,2.27144,Delta
Censored WH-informed,non-SGTF,3.85671,1.81733,Delta
Censored WH-informed,non-SGTF,3.89014,1.84125,Delta
Censored WH-informed,non-SGTF,3.87812,2.09539,Delta
Censored WH-informed,non-SGTF,3.77271,2.15122,Delta
Censored WH-informed,non-SGTF,3.78595,2.14767,Delta
Censored WH-informed,non-SGTF,3.77261,1.8469,Delta
Censored WH-informed,non-SGTF,3.72188,1.986,Delta
Censored WH-informed,non-SGTF,3.7521,1.98342,Delta
Censored WH-informed,non-SGTF,3.86633,2.10687,Delta
Censored WH-informed,non-SGTF,3.68048,2.04802,Delta
Censored WH-informed,non-SGTF,3.76353,2.3795,Delta
Censored WH-informed,non-SGTF,3.83997,1.98864,Delta
Censored WH-informed,non-SGTF,3.85361,2.21935,Delta
Censored WH-informed,non-SGTF,3.84787,2.0949,Delta
Censored WH-informed,non-SGTF,3.74746,2.27508,Delta
Censored WH-informed,non-SGTF,3.69621,2.07387,Delta
Censored WH-informed,non-SGTF,3.73728,1.98296,Delta
Censored WH-informed,non-SGTF,3.81523,2.19238,Delta
Censored WH-informed,non-SGTF,3.81525,2.07395,Delta
Censored WH-informed,non-SGTF,3.52932,1.90525,Delta
Censored WH-informed,non-SGTF,3.74024,2.06529,Delta
Censored WH-informed,non-SGTF,3.74121,2.00409,Delta
Censored WH-informed,non-SGTF,3.77442,1.96399,Delta
Censored WH-informed,non-SGTF,3.78756,2.06487,Delta
Censored WH-informed,non-SGTF,3.84525,2.0657,Delta
Censored WH-informed,non-SGTF,3.81979,2.11292,Delta
Censored WH-informed,non-SGTF,3.66533,2.06476,Delta
Censored WH-informed,non-SGTF,3.64943,2.0146,Delta
Censored WH-informed,non-SGTF,3.74491,2.14738,Delta
Censored WH-informed,non-SGTF,3.76988,2.14953,Delta
Censored WH-informed,non-SGTF,3.75882,2.11481,Delta
Censored WH-informed,non-SGTF,3.79295,2.0522,Delta
Censored WH-informed,non-SGTF,3.73734,2.07557,Delta
Censored WH-informed,non-SGTF,3.74672,2.02062,Delta
Censored WH-informed,non-SGTF,3.74858,2.1366,Delta
Censored WH-informed,non-SGTF,3.81208,2.24183,Delta
Censored WH-informed,non-SGTF,3.73474,2.2186,Delta
Censored WH-informed,non-SGTF,3.84157,2.24342,Delta
Censored WH-informed,non-SGTF,3.80728,2.23884,Delta
Censored WH-informed,non-SGTF,3.78843,2.12138,Delta
Censored WH-informed,non-SGTF,3.76181,2.10977,Delta
Censored WH-informed,non-SGTF,3.76687,2.21742,Delta
Censored WH-informed,non-SGTF,3.77235,2.108,Delta
Censored WH-informed,non-SGTF,3.82668,2.16038,Delta
Censored WH-informed,non-SGTF,3.81966,2.14613,Delta
Censored WH-informed,non-SGTF,3.79147,1.99146,Delta
Censored WH-informed,non-SGTF,3.71366,2.07965,Delta
Censored WH-informed,non-SGTF,3.9287,2.38116,Delta
Censored WH-informed,non-SGTF,3.61689,1.8302,Delta
Censored WH-informed,non-SGTF,3.77636,2.01123,Delta
Censored WH-informed,non-SGTF,3.69893,1.99471,Delta
Censored WH-informed,non-SGTF,3.62424,1.87561,Delta
Censored WH-informed,non-SGTF,3.78256,2.13586,Delta
Censored WH-informed,non-SGTF,3.70884,2.11979,Delta
Censored WH-informed,non-SGTF,3.71058,2.33005,Delta
Censored WH-informed,non-SGTF,3.74387,2.03349,Delta
Censored WH-informed,non-SGTF,3.63759,1.93709,Delta
Censored WH-informed,non-SGTF,3.66337,2.05724,Delta
Censored WH-informed,non-SGTF,3.81098,2.08492,Delta
Censored WH-informed,non-SGTF,3.78818,2.15466,Delta
Censored WH-informed,non-SGTF,3.6922,2.11999,Delta
Censored WH-informed,non-SGTF,3.74986,2.09043,Delta
Censored WH-informed,non-SGTF,3.76354,2.26289,Delta
Censored WH-informed,non-SGTF,3.83833,2.31413,Delta
Censored WH-informed,non-SGTF,3.76306,2.11563,Delta
Censored WH-informed,non-SGTF,3.71729,2.15099,Delta
Censored WH-informed,non-SGTF,3.77426,2.10448,Delta
Censored WH-informed,non-SGTF,3.76872,2.0312,Delta
Censored WH-informed,non-SGTF,3.77227,1.93146,Delta
Censored WH-informed,non-SGTF,3.80991,2.05983,Delta
Censored WH-informed,non-SGTF,3.75755,1.98837,Delta
Censored WH-informed,non-SGTF,3.71906,2.07819,Delta
Censored WH-informed,non-SGTF,3.78251,1.99122,Delta
Censored WH-informed,non-SGTF,3.6603,1.95665,Delta
Censored WH-informed,non-SGTF,3.67835,1.86604,Delta
Censored WH-informed,non-SGTF,3.80465,1.92323,Delta
Censored WH-informed,non-SGTF,3.67966,1.90651,Delta
Censored WH-informed,non-SGTF,3.84064,2.09577,Delta
Censored WH-informed,non-SGTF,3.68613,2.0688,Delta
Censored WH-informed,non-SGTF,3.87217,1.91549,Delta
Censored WH-informed,non-SGTF,3.7218,2.13856,Delta
Censored WH-informed,non-SGTF,3.77423,1.97902,Delta
Censored WH-informed,non-SGTF,3.7944,2.14425,Delta
Censored WH-informed,non-SGTF,3.78564,2.04963,Delta
Censored WH-informed,non-SGTF,3.72273,2.17222,Delta
Censored WH-informed,non-SGTF,3.6076,1.8756,Delta
Censored WH-informed,non-SGTF,3.88806,2.00274,Delta
Censored WH-informed,non-SGTF,3.75454,1.98836,Delta
Censored WH-informed,non-SGTF,3.77331,2.33958,Delta
Censored WH-informed,non-SGTF,3.70134,2.31636,Delta
Censored WH-informed,non-SGTF,3.67576,1.90886,Delta
Censored WH-informed,non-SGTF,3.64705,1.83099,Delta
Censored WH-informed,non-SGTF,3.88942,2.41449,Delta
Censored WH-informed,non-SGTF,3.87963,2.28405,Delta
Censored WH-informed,non-SGTF,3.77706,2.29276,Delta
Censored WH-informed,non-SGTF,3.72818,1.89312,Delta
Censored WH-informed,non-SGTF,3.79073,2.0038299999999998,Delta
Censored WH-informed,non-SGTF,3.74875,1.8241,Delta
Censored WH-informed,non-SGTF,3.82509,2.1665,Delta
Censored WH-informed,non-SGTF,3.67682,2.07867,Delta
Censored WH-informed,non-SGTF,3.66345,2.10065,Delta
Censored WH-informed,non-SGTF,3.85214,2.04809,Delta
Censored WH-informed,non-SGTF,3.82547,2.05425,Delta
Censored WH-informed,non-SGTF,3.75436,1.85733,Delta
Censored WH-informed,non-SGTF,3.81701,2.1384,Delta
Censored WH-informed,non-SGTF,3.69496,2.00168,Delta
Censored WH-informed,non-SGTF,3.72485,2.17315,Delta
Censored WH-informed,non-SGTF,3.7637,2.04178,Delta
Censored WH-informed,non-SGTF,3.72465,2.02737,Delta
Censored WH-informed,non-SGTF,3.67281,2.00256,Delta
Censored WH-informed,non-SGTF,3.70367,1.95427,Delta
Censored WH-informed,non-SGTF,3.86845,2.15638,Delta
Censored WH-informed,non-SGTF,3.88381,2.26799,Delta
Censored WH-informed,non-SGTF,3.85347,2.16522,Delta
Censored WH-informed,non-SGTF,3.87762,2.33133,Delta
Censored WH-informed,non-SGTF,3.76231,1.89387,Delta
Censored WH-informed,non-SGTF,3.68317,1.82854,Delta
Censored WH-informed,non-SGTF,3.69476,1.86788,Delta
Censored WH-informed,non-SGTF,3.91367,1.99921,Delta
Censored WH-informed,non-SGTF,3.68785,2.00139,Delta
Censored WH-informed,non-SGTF,3.84021,2.00421,Delta
Censored WH-informed,non-SGTF,3.66245,2.04759,Delta
Censored WH-informed,non-SGTF,3.83819,2.31403,Delta
Censored WH-informed,non-SGTF,3.82466,2.09705,Delta
Censored WH-informed,non-SGTF,3.79927,2.20355,Delta
Censored WH-informed,non-SGTF,3.73575,2.11397,Delta
Censored WH-informed,non-SGTF,3.8333,2.18873,Delta
Censored WH-informed,non-SGTF,3.77643,2.25641,Delta
Censored WH-informed,non-SGTF,3.6133,2.1916,Delta
Censored WH-informed,non-SGTF,3.63878,2.11759,Delta
Censored WH-informed,non-SGTF,3.65073,2.10957,Delta
Censored WH-informed,non-SGTF,3.81458,2.18291,Delta
Censored WH-informed,non-SGTF,3.64704,2.13036,Delta
Censored WH-informed,non-SGTF,3.8419,2.10651,Delta
Censored WH-informed,non-SGTF,3.82867,2.04883,Delta
Censored WH-informed,non-SGTF,3.73243,1.95083,Delta
Censored WH-informed,non-SGTF,3.66209,1.86677,Delta
Censored WH-informed,non-SGTF,3.74594,1.96688,Delta
Censored WH-informed,non-SGTF,3.69624,1.99106,Delta
Censored WH-informed,non-SGTF,3.77198,1.88138,Delta
Censored WH-informed,non-SGTF,3.6964,2.00913,Delta
Censored WH-informed,non-SGTF,3.79917,1.84691,Delta
Censored WH-informed,non-SGTF,3.83545,2.12927,Delta
Censored WH-informed,non-SGTF,3.71449,2.18073,Delta
Censored WH-informed,non-SGTF,3.96989,2.04834,Delta
Censored WH-informed,non-SGTF,3.82404,2.15929,Delta
Censored WH-informed,non-SGTF,3.70765,2.02642,Delta
Censored WH-informed,non-SGTF,3.70854,2.0193,Delta
Censored WH-informed,non-SGTF,3.72899,2.16397,Delta
Censored WH-informed,non-SGTF,3.74127,2.17028,Delta
Censored WH-informed,non-SGTF,3.76602,2.1865,Delta
Censored WH-informed,non-SGTF,3.7626,2.10915,Delta
Censored WH-informed,non-SGTF,3.73034,2.10629,Delta
Censored WH-informed,non-SGTF,3.75658,2.21087,Delta
Censored WH-informed,non-SGTF,3.76625,2.083,Delta
Censored WH-informed,non-SGTF,3.61766,2.02089,Delta
Censored WH-informed,non-SGTF,3.75681,2.02689,Delta
Censored WH-informed,non-SGTF,3.77419,2.18218,Delta
Censored WH-informed,non-SGTF,3.60158,2.00573,Delta
Censored WH-informed,non-SGTF,3.99055,2.22232,Delta
Censored WH-informed,non-SGTF,3.78759,2.18319,Delta
Censored WH-informed,non-SGTF,3.79881,2.20738,Delta
Censored WH-informed,non-SGTF,3.73685,2.07873,Delta
Censored WH-informed,non-SGTF,3.74218,2.02512,Delta
Censored WH-informed,non-SGTF,3.84231,2.14709,Delta
Censored WH-informed,non-SGTF,3.81838,2.24415,Delta
Censored WH-informed,non-SGTF,3.73949,2.07882,Delta
Censored WH-informed,non-SGTF,3.75268,2.15818,Delta
Censored WH-informed,non-SGTF,3.74719,2.1894,Delta
Censored WH-informed,non-SGTF,3.80482,2.16065,Delta
Censored WH-informed,non-SGTF,3.71462,2.14278,Delta
Censored WH-informed,non-SGTF,3.74122,2.24082,Delta
Censored WH-informed,non-SGTF,3.83028,2.12653,Delta
Censored WH-informed,non-SGTF,3.83725,1.94895,Delta
Censored WH-informed,non-SGTF,3.74896,1.9218,Delta
Censored WH-informed,non-SGTF,3.7896,2.10122,Delta
Censored WH-informed,non-SGTF,3.77688,1.90793,Delta
Censored WH-informed,non-SGTF,3.7539,1.95617,Delta
Censored WH-informed,non-SGTF,3.76233,2.17048,Delta
Censored WH-informed,non-SGTF,3.75848,2.15484,Delta
Censored WH-informed,non-SGTF,3.76463,2.19836,Delta
Censored WH-informed,non-SGTF,3.86984,2.02474,Delta
Censored WH-informed,non-SGTF,3.61672,2.11459,Delta
Censored WH-informed,non-SGTF,3.83198,2.19217,Delta
Censored WH-informed,non-SGTF,3.87098,2.07242,Delta
Censored WH-informed,non-SGTF,3.7958,1.90109,Delta
Censored WH-informed,non-SGTF,3.80701,1.89881,Delta
Censored WH-informed,non-SGTF,3.83326,2.1139,Delta
Censored WH-informed,non-SGTF,3.77634,1.95299,Delta
Censored WH-informed,non-SGTF,3.74442,1.87937,Delta
Censored WH-informed,non-SGTF,3.85181,2.30278,Delta
Censored WH-informed,non-SGTF,3.76448,2.20775,Delta
Censored WH-informed,non-SGTF,3.78403,1.93671,Delta
Censored WH-informed,non-SGTF,3.7432,2.03122,Delta
Censored WH-informed,non-SGTF,3.70888,2.09212,Delta
Censored WH-informed,non-SGTF,3.72739,2.29011,Delta
Censored WH-informed,non-SGTF,3.80807,2.18296,Delta
Censored WH-informed,non-SGTF,3.58372,1.96052,Delta
Censored WH-informed,non-SGTF,3.77874,2.16482,Delta
Censored WH-informed,non-SGTF,3.80308,2.06848,Delta
Censored WH-informed,non-SGTF,3.70728,2.04803,Delta
Censored WH-informed,non-SGTF,3.93044,2.27778,Delta
Censored WH-informed,non-SGTF,3.69218,2.12729,Delta
Censored WH-informed,non-SGTF,3.9039,2.1979,Delta
Censored WH-informed,non-SGTF,3.8474,2.18228,Delta
Censored WH-informed,non-SGTF,3.65129,2.11784,Delta
Censored WH-informed,non-SGTF,3.68877,2.1132,Delta
Censored WH-informed,non-SGTF,3.84875,2.25182,Delta
Censored WH-informed,non-SGTF,3.73197,2.11431,Delta
Censored WH-informed,non-SGTF,3.75665,2.11435,Delta
Censored WH-informed,non-SGTF,3.74876,2.11454,Delta
Censored WH-informed,non-SGTF,3.73235,2.10542,Delta
Censored WH-informed,non-SGTF,3.78615,2.13161,Delta
Censored WH-informed,non-SGTF,3.71154,2.01085,Delta
Censored WH-informed,non-SGTF,3.77606,2.16461,Delta
Censored WH-informed,non-SGTF,3.69459,2.24039,Delta
Censored WH-informed,non-SGTF,3.82944,2.1019,Delta
Censored WH-informed,non-SGTF,3.82313,2.29931,Delta
Censored WH-informed,non-SGTF,3.88984,2.31996,Delta
Censored WH-informed,non-SGTF,3.88111,2.20655,Delta
Censored WH-informed,non-SGTF,3.86675,2.09194,Delta
Censored WH-informed,non-SGTF,3.72545,2.18133,Delta
Censored WH-informed,non-SGTF,3.85309,1.98783,Delta
Censored WH-informed,non-SGTF,3.88119,2.28028,Delta
Censored WH-informed,non-SGTF,3.7774200000000002,2.20656,Delta
Censored WH-informed,non-SGTF,3.77438,2.04077,Delta
Censored WH-informed,non-SGTF,3.70323,2.04952,Delta
Censored WH-informed,non-SGTF,3.73521,1.99403,Delta
Censored WH-informed,non-SGTF,3.76707,1.9828,Delta
Censored WH-informed,non-SGTF,3.65823,2.05134,Delta
Censored WH-informed,non-SGTF,3.73335,2.17808,Delta
Censored WH-informed,non-SGTF,3.71436,2.00285,Delta
Censored WH-informed,non-SGTF,3.83754,2.28627,Delta
Censored WH-informed,non-SGTF,3.84038,2.01437,Delta
Censored WH-informed,non-SGTF,3.76052,1.92495,Delta
Censored WH-informed,non-SGTF,3.67768,1.99353,Delta
Censored WH-informed,non-SGTF,3.76874,2.17344,Delta
Censored WH-informed,non-SGTF,3.72019,2.01675,Delta
Censored WH-informed,non-SGTF,3.6908,1.98178,Delta
Censored WH-informed,non-SGTF,3.74002,1.92282,Delta
Censored WH-informed,non-SGTF,3.8068,2.2169,Delta
Censored WH-informed,non-SGTF,3.77486,2.20083,Delta
Censored WH-informed,non-SGTF,3.73923,2.14487,Delta
Censored WH-informed,non-SGTF,3.73965,2.06548,Delta
